"Name","Dates associated with name","Type of name","Role","Other names","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"Stevens, Muriel, Mrs of Wembley","","person","author","Mackenzie, Edward Montague Compton, Knight, author, 1883-1972 [author] ; Blair, Eric Arthur, writer, alias 'George Orwell', 1903-1950 [author] ; Murray, Katharine Marjory Stewart-, Duchess of Atholl, nee Ramsay, wife of John 8th Duke of Atholl, 1874-1960 [author]","032-002016133","Fonds. Archives and Manuscripts","","","","ark:/81055/vdc_100000000037.0x0002fd","","CORRESPONDENCE OF 'GEORGE ORWELL' (Eric Arthur Blair), author of Animal Farm, etc; 1936-1945. Partly signed, copies, and typewritten . At ff. 5, 6 is a letter to Laurence Frederick ('Eric') O'Shaughnessy, from his sister, Eileen Maud, Blair's first wife, 20 June 1937, enclosing (ff. 7-15) an autograph copy of a letter of Georges Kopp reporting on Blair's condition when wounded during the Spanish Civil War, 31 May-1 June 1937, quoted by J. Meyers, A Reader's Guide to George Orwell, 1975, p. 173, n. 13, both being printed, in part, by P. Stansky and W. Abrahams, Orwell: the Transformation, 1979, pp. 218, 222. At f. 18 is a signed letter of Blair to O'Shaughnessy, 20 Nov. 1937. Ff. 32-35, 54-55, 60-61 comprise letters, partly copies, critical of Blair to editors of periodicals, 1940-1945. The first of these, to Horizon, was printed, in part, by S. B. Orwell and. I. Angus, The Collected Essays, Journalism and Letters of George Orwell, iii. pp. 229-32. At f. 64 is a copy of his letter to Katherine Murray, Duchess of Atholl, 15 Nov. 1945, printed by Orwell and Angus, op. cit, iv, p. 49. Transferred from the Department of Printed Books, as part of a gift from the author's widow, Sonia Brownell Orwell. Paper; ff. 66. Quarto. 1936-1945","","","","","","","1936-1945","","1 item","","Western Manuscripts. Add MS 49384","","","English","Eric Arthur Blair, alias 'George Orwell'; author: Letters to: 1936-1945. includes:. f. 1 Michael Fraenkel, author: Letter to 'George Orwell': 1936: Signed; f. 2 W. Brown, of Sevenoaks: Letter to 'George Orwell': 1936; f. 3 Sir Edward Montague Compton Mackenzie, author: Letter to 'George Orwell': 1936: Signed; f. 4 Arthur Archibald Eaglestone, author: Letter to R. H. Tawney: 1936; f. 4 Richard Henry Tawney, Professor of Economic History at London University: Letter to: 1936; ff. 5-13 Georges Kopp, Belgian engineer: Letter to L. F. O'Shaughnessy: 1937: Copy: Autogr; ff. 5-15 Eric Arthur Blair, alias 'George Orwell'; author: Letters rel. to,: 1937; ff. 5-15, 18 Eric O'Shaughnessy, alias Laurence Frederick; brother-in-law of E A Blair ('George Orwell'): Letters, etc, to,: 1937; f. 14 Eileen Maud Blair, née O'Shaughnessy; 1st wife of E A Blair ('George Orwell'): Letter to her brother, Laurence ('Eric'): 1937; f. 16 Mary Macdonald: Letter to 'George Orwell': 1937; f. 18 Eric Arthur Blair, alias 'George Orwell'; author: Letter to his brother-in-law, L. F. O'Shaughnessy: 1937: Signed; ff. 19-24 J. H. Bassett, of Wolverhampton: Letter, etc, to 'George Orwell': 1938: Signed; f. 25 G. R. Lewin, of Jonathan Cape, Ltd, publishers: Letter to 'George Orwell': 1938: Signed; f. 26 A. B. Cliff, of Chester: Letter to 'George Orwell': 1939; f. 27 Mrs Muriel Stevens, of Wembley: Letter to 'George Orwell': 1940; f. 30 David H. Thomson, of the National Council of Social Service, Nottingham: Letter to 'George Orwell': 1940: Signed; f. 32 Denise Ruthers, of Chalk Farm: Letter to Editor of 'Horizon': 1940: Copy; f. 36 Henry St John Clair Rumbold-Gibbs, alias 'Simon Harvester'; novelist: Letter to 'George Orwell': 1940: Signed; f. 37 Stanley Jasspon Kunitz, American author: Letter to 'George Orwell': 1940: Signed; f. 37 Howard Haycraft, American author: Letter to 'George Orwell': 1940: Signed; f. 39 David Rossiter, of Claygate: Letter to 'George Orwell': 1940; f. 40 Leonard Munroe Clark, of Hull: Letter to 'George Orwell': 1940: Signed; f. 44 Georges Kopp, Belgian engineer: Letter to Mr and Mrs E. A. Blair: 1943: Typewritten; ff. 45-53 P. B. Seal, Secretary, Council for International Recognition of Indian Independence: Letter, etc, to 'George Orwell': 1944: Signed; f. 54 C. Jade, of Croydon: Letter rel. to 'George Orwell': 1944: Signed; ff. 56-58 Mrs Ada Dodd, of Kenfig Hill: Letter, etc, to 'George Orwell': 1944; f. 58 J. H. B. Peel, of the London School of Journalism: Letter to Mrs A. Dodd: 1944: Signed; f. 60 Sean O'Casey, dramatist and author: Letter to Editor of The 'Observer': 1945: Copy; ff. 62, 64 Katharine Marjory Murray, wife of John, 8th Duke of Atholl: Correspondence with 'George Orwell': 1945; ff. 62, 64 Eric Arthur Blair, alias 'George Orwell'; author: Correspondence with Duchess of Atholl: 1945; f. 65 Babraj Sahni, actor, of Bombay: Letter to 'George Orwell': 1945",""
"Stewart, Anthony","1964-","person","","Stewart, Anthony, 1964- [person]","006636352","Monographic component part","Language material ; Text","Volume","","","9780415968713","George Orwell : doubleness, and the value of decency","","Major literary authors","volume 32 [Major literary authors]","England ; United States of America","London ; New York","Routledge","2003","","xvi, 199 pages, 24 cm","828.91209","8491.042800","Conduct of life in literature ; Orwell, George, 1903-1950--Knowledge--Psychology ; Ethics in literature ; Difference (Psychology) in literature ; Orwell, George, 1903-1950--Ethics ; Orwell, George, 1903-1950--Criticism and interpretation","","English","",""
"Stewart, Anthony","1964-","person","","Stewart, Anthony, 1964- [person]","012617909","Monograph","Language material ; Text","Volume","GBA419632","","9780415968713","George Orwell, doubleness, and the value of decency","","Studies in major literary authors","volume 32 [Studies in major literary authors]","England ; United States of America","London ; New York","Routledge","2003","","xvi, 199 pages, 24 cm","828.91209","YC.2004.a.3545","Conduct of life in literature ; Orwell, George, 1903-1950--Knowledge--Psychology ; Ethics in literature ; Difference (Psychology) in literature ; Orwell, George, 1903-1950--Ethics ; Orwell, George, 1903-1950--Criticism and interpretation","","English","",""
"Stewart, Anthony","1964-","person","author","Stewart, Anthony, 1964-, author [person]","017652810","Monograph","Language material ; Text","Volume","GBB5H4537","","9781138975149","George Orwell, doubleness and the value of decency","","Studies in major literary authors","","England","London","Routledge","2015","","1 volume, 23 cm","828.91209","","Conduct of life in literature ; Orwell, George, 1903-1950--Knowledge--Psychology ; Ethics in literature ; Difference (Psychology) in literature ; Orwell, George, 1903-1950--Ethics ; Orwell, George, 1903-1950--Criticism and interpretation","","English","Originally published: 2003",""
"Stowe, Andrea","","person","","Mahoney, John, 1940 February 23- [person] ; Stowe, Andrea [person]","012878055","Monograph","Language material ; Text","Volume","GBA4X3000","","9781843153177","Animal farm, George Orwell","","A Letts literature guide for GCSE ; Letts explore","","England","London","Letts Educational","2004","Revised edition","79 pages, colour illustrations, portraits, 21 cm","823.912","YKL.2016.a.1411","Orwell, George, 1903-1950","","English","Previous edition: 1994 ; revised by Andrea Stowe",""
"Strachey, John","1901-1963","person","","Strachey, John, 1901-1963 [person] ; Orwell, George, 1903-1950 [person] ; Gollancz, Victor, 1893-1967 [person]","001455794","Monograph","Language material ; Text","Volume","","","","The Betrayal of the Left. An examination & refutation of Communist policy from October 1939 to January 1941: with suggestions for an alternative and an epilogue on political morality. (Edited by V. Gollancz: contributors, the editor, John Strachey, George Orwell, a Labour Candidate.)","","","","England","London","Victor Gollancz","1941","","xxiii, 324 pages (8°)","","08004.ee.60","","","English","",""
"Struve, Gleb","","person","","Orwell, George, 1903-1950 [person] ; Struve, Gleb [person] ; Kriger, M. [person]","002722667","Monograph","Language material ; Text","Volume","","","","[Animal Farm.] Скотский хутор","","","","Germany","Frankfurt-am-Main","","1950","","51 pages (8°)","","12654.de.12","English fiction--Translations into Russian","Translations into Russian","Russian","",""
"Sturua, Mėlor","","person","","Sturua, Mėlor [person]","009339657","Monograph","Language material ; Text","Volume","","","","1984 et '1984' : les prédictions de George Orwell: où se sont-elles réalisées et comment?","Mil neuf cent quatre vingt quatre","","","Russia","Moscou","Novosti","1984","","23 pages","","X.529/73529","Nineteen eighty four ; Fiction in English--Orwell, George--1903-1950 ; Orwell, George, 1903-1950","","French","",""
"Sutherland, John","1938-","person","author","Sutherland, John, 1938-, author [person]","017912584","Monograph","Language material ; Still image ; Text","Volume","GBB691645","","9781780236483","Orwell's nose : a pathological biography","","","","England","London","Reaktion","2016","","256 pages, illustrations, 23 cm","823.912","YC.2017.a.10499","Orwell, George, 1903-1950--Criticism and interpretation","","English","Additional physical form: ebook version. 9781780236964",""
"Sutherland, John","1938-","person","author","Sutherland, John, 1938-, author [person]","018024252","Monograph","Language material ; Still image ; Text","Online resource (ebook)","GBB6D4230","","9781780236964","Orwell's nose : a biography","","","","England","London","Reaktion","2016","","1 online resource, illustrations","823.912","ELD.DS.151100","Biography & Autobiography--General ; Biography & Autobiography--Literary ; Orwell, George, 1903-1950--Criticism and interpretation","","English","Additional physical form: Print version. 9781780236483",""
"Sutherland, John","1938-","person","author","Sutherland, John, 1938-, author [person]","018420011","Monograph","Language material ; Text","Volume","GBB7B9564","","9781780238265","Orwell's nose : a pathological biography","","","","England","London","Reaktion","2017","","1 volume, 20 cm","823.912","","Orwell, George, 1903-1950--Criticism and interpretation","","English","",""
"Sutherland, John, of Bonar Bridge Sutherland","","person","author","Bevan, Aneurin, politician, 1897-1960 [author] ; Hart, Basil Henry, Knight, military historian and strategist, 1895-1970 [author] ; Blair, Eric Arthur, writer, alias 'George Orwell', 1903-1950 [author] ; Lee, Janet (Jennie), Baroness Lee of Asheridge, politician, 1904-1988 [author] ; Pritchett, Victor Sawdon, Knight, author and critic, 1900-1997 [author]","032-001967914","Fonds. Archives and Manuscripts","","","","ark:/81055/vdc_100000000055.0x000336","","George Orwell Papers: correspondence and papers, etc, of and relating to 'George Orwell', (Eric Arthur Blair) (b.1903, d.1950); 1930-1947, n.d. Mostly typewritten . Partly French . The material was kept by Blair in and among a collection of pamphlets gathered by him that were sorted into boxes and later presented to the Department of Printed Books in 1955 by his widow Sonia Orwell, née Brownell, (b.1918, d.1980). The pamphlets are now at 1899 ss 1-21, 23-48. A typewritten catalogue of the pamphlet collection describing boxes 1-30, possibly prepared by Blair, is at 1899. ss. 48. An unpublished document prepared in July 1994 by Peter Davison explaining the collection in detail and providing transcriptions of additional listings made by both Blair and the Department of Printed Books is at 1899. ss. 49. The boxes were numbered from 1-30 by Blair (omitting 22 and 27) and from 31-47 by Ian Angus. The Department of Printed Books made photocopies of some of the material at Sonia Orwell's request, and these were deposited with University College London, where Sonia Orwell had established an Orwell collection. See also Add. 49384. Transferred from the Department of Printed Books. Paper; ff. 265. British Library arrangement. Arranged as follows:. 1. ff. 1-121. Partly autograph letters to Blair from various correspondents, mostly relating to articles published by Blair in newspapers and journals, or letters soliciting articles from him; 10 June 1936-25 March 1947, n.d. Includes a letter from the BBC War Office rejecting a script Blair had prepared for radio broadcast, together with various internal BBC memos relating to further programmes broadcast by the BBC Eastern Service (ff. 10-25). 2. ff. 122-126. Letters to Blair and his first wife, Eileen, née O'Shaughnessy, (b.1905, d.1945); 3 Oct. 1938, 8 Sept. 1940. Includes a partly autograph letter to Eileen from Corporal Georges Kopp (b.1902, d.1951), who had met Blair in Barcelona in 1936, describing his war service and subsequent capture in France in 1940 (ff. 124-126). 3. ff. 127-130. Copies of letters written by Blair to various newspaper editors; 12 Oct. 1942, 15 Oct. 1942, n.d. 4. f. 131. Autograph letter from E. J. Wynburne to the editor of the New Statesman and Nation regarding Blair's review of pamphlets, removed from pamphlet 28, Box 15; 12 Jan. 1943. 5. f. 132. Letter from George Dickson to Aneurin Bevan (b.1897, d.1960) removed from pamphlet 39, Box 19; 3 July 1944. 6. ff. 133-134. Autograph letter from N. Gordon to Jenny [sic] (Janet) Lee (b.1904, d.1988) and Aneurin Bevan, together with an article headed 'London' and signed 'A Theocrat' with autograph note in Gordon's hand; 14 March 1943. Removed from pamphlet 11, Box 21; 14 March 1943, n.d. 7. f. 135. Letter from Joseph Czapski (b.1896, d.1993) to [Jérome Jenalton?] removed from pamphlet 1, Box 23; 26 March 1946. 8. f. 136. Letter from Gerald Bailey, director of the National Peace Council, to Blair, removed from pamphlet 2, Box 29; 22 July 1946. 9. ff. 137-154. Letters and papers, etc. sent to Blair relating to the 'Committee for a Fair Trial for Draja Mihailovich' and the 'Help Poles in Germany' committee, removed from Box 32; 6 June 1946-Feb. 1947. 10. ff. 155-168. Letter to Blair from William S. Schlamm (b.1904, d.1978) of Time and Life, with a memorandum relating to a new magazine, removed from Box 33; 26 April 1946. 11. ff. 169-177. Letter with enclosures to Blair from Captain Basil Liddell Hart (b.1895, d.1970) regarding Blair's review in The Observer of a biography of Charles de Gaulle (b.1890, d.1970) removed from Box 36; 8 Aug. 1942, n.d. Also includes an unsigned autograph letter to Aneurin Bevan (f. 177). 12. ff. 178-194. Lectures and instructions on combat procedures, etc, with autograph notes in Blair's hand, removed from Box 37; 1940. Also includes a copy of notes on the call-up of a Home Guard platoon marked 'Sergt Blair' (ff. 193-194). 13. ff. 195-201. Miscellaneous letters and papers, etc. removed from Box 38; 6 Nov. 1944-16 Sept. 1946, n.d. Includes a copy of a letter from John M. Sutherland regarding the resettlement of Poles in Scotland (f. 195), two fair copies of poems written out in Blair's hand marked 'submitted to Tribune' ('The Difference' by A[lan] Moray Williams (b.1915) and 'The Red Army Rides to Freedom' by Claude Len O'Shea) (ff. 196-197), and a report titled 'The Letchworth Training Centre' (ff. 198-201). 14. ff. 202-205. Letters and papers, etc, including a copy of the will of Blair's father, Richard Walmesley Blair (b.1857, d.1938), removed from Box 39; 26 April 1930-6 April 1942. 15. ff. 206-210. Miscellaneous papers etc. removed from Box 42; 28 July 1939-April 1944, n.d. Includes an advertisement from The Daily Telegraph for Sylvan Flakes titled 'Beach Coat from Dieppe' with autograph annotation by Blair 'Advert popularly believed to have given the Germans advance warning of the Dieppe raid' (f. 206), and an advertisement from The Times for Rose's Lime Juice with autograph annotations by E. M. Forster (b.1879, d.1970) (f. 207). Also includes a poem 'Sebastopol' marked 'J.F.B. April '44' (f. 208). 16. ff. 211-233. Miscellaneous correspondence and papers, etc. removed from Box 43; 1937-1946, n.d. Includes a letter to Blair from Tom Wintringham of the Common Wealth Party (b.1898, d.1949) enclosing a press release titled 'India - a New Proposal' (ff. 216-218), an autograph article titled 'News from Berlin' and signed 'Fritz' (ff. 220-223), and the script for a radio programme 'Living Writers. George Orwell' presented by V. S. Pritchett (b.1900, d.1997) and broadcast on the Third Programme, 23 Nov. 1946 (ff. 224-233). 17. ff. 234-265. Miscellaneous personal papers of Blair, including Unemployment Books, National Health and Pensions Insurance cards, and contracts; 1933-1946. Also includes a script of 'Little Red Riding Hood', a radio play written by Blair for BBC Radio Children's' Hour (ff. 246-261), and a menu for the Dickens Fellowship Luncheon of 1940 with 'A Tribute by Mr. Geo. Orwell' on the toast list (f. 262)","","","","","","","1930-1947","","1 item","","Western Manuscripts. Add MS 73083","Forster, Edward Morgan, novelist, 1879-1970 ; Gissing, George Robert, novelist ; Letchworth Training Centre","","English ; French","includes:. ff. 1-121 Eric Arthur Blair, alias 'George Orwell'; author: Letters rel. to articles for newspapers and journals to Eric Arthur Blair: 1936-1947, n.d.: Partly signed, partly typewritten; f. 10 Eric Arthur Blair, alias 'George Orwell'; author: Major R. S. P. Mackarness, BBC War Office Liaison Officer: Letter to Eric Arthur Blair from Maj. R. S. P. Mackarness: 1942: Signed; f. 122 Eric Arthur Blair, alias 'George Orwell'; author: Marjorie Dakin, née Blair; sister of E A Blair ('George Orwell'): Eileen Maud Blair, née O'Shaughnessy; 1st wife of E A Blair ('George Orwell'): Letter to Eric Arthur Blair and Eileen Maud Blair from Marjorie Dakin: 1938: Signed; f. 124 Georges Kopp, Belgian engineer: Eileen Maud Blair, née O'Shaughnessy; 1st wife of E A Blair ('George Orwell'): Letter to Eileen Maud Blair from Georges Kopp: 1940: Partly signed; ff. 127-130 Eric Arthur Blair, alias 'George Orwell'; author: Letters to newspaper editors from Eric Arthur Blair: 1942, n.d.: Typewritten; f. 131 E. J. Wynburne, of Marlborough, county Wiltshire: Letter to the editor of 'New Statesman and Nation' from E. J. Wynburne: 1943; f. 132 Aneurin Bevan: George Dickson, of the Full Employment Council: Letter to Aneurin Bevan from George Dickson: 1944: Signed; f. 133 Jennie Lee, Baroness Lee of Asheridge; widow of Aneurin Bevan: N. Gordon, of The Theocratic Party: Letter to Baroness Lee of Asheridge; widow of Aneurin Bevan Lee from N. Gordon: 1943; f. 135 Joseph Czapski, painter: Jérome Jenalton, translator: Letter to Jérome Jenalton from Joseph Czapski: 1946: Fre: Signed; f. 136 Eric Arthur Blair, alias 'George Orwell'; author: Gerald Bailey, Secretary, National Peace Council: Letter to Eric Arthur Blair from Gerald Bailey: 1946: Signed; f. 137 Eric Arthur Blair, alias 'George Orwell'; author: David Martin, of The Committee for a Fair Trial for Draja Mihailovich: Letter and papers etc, to Eric Arthur Blair from David Martin: 1946: Partly signed, partly typewritten; f. 145 Eric Arthur Blair, alias 'George Orwell'; author: Tadeusz Katelbach, of The Help Poles in Germany committee: Letter and papers etc, to Eric Arthur Blair from Tadeusz Katelbach: 1947: Partly signed, partly typewritten; f. 155 Eric Arthur Blair, alias 'George Orwell'; author: William S. Schlamm, of Time and Life Ltd: Letter to Eric Arthur Blair from William S. Schlamm: 1946: Signed; f. 169 Sir Basil Henry Liddell Hart, military historian and strategist: Eric Arthur Blair, alias 'George Orwell'; author: Letter to Eric Arthur Blair from Sir Basil Henry Liddell Hart: 1942: Signed; f. 177 Aneurin Bevan: Unsigned letter to Aneurin Bevan: n.d; ff. 178-194 Eric Arthur Blair, alias 'George Orwell'; author: Lectures and instructions on combat procedures and the Home Guard etc, of Eric Arthur Blair: circa 1940: Typewritten; f. 195 John Sutherland, of Bonar Bridge, county Sutherlandshire: Letter from John Sutherland: 1946: Typewritten; f. 196 Eric Arthur Blair, alias 'George Orwell'; author: Alan Moray Williams, writer: Poem, 'The Difference' by Alan Moray Williams in hand of Eric Arthur Blair: 1944: Autograph; f. 197 Eric Arthur Blair, alias 'George Orwell'; author: Claude Len O'Shea, writer: Poem, 'The Red Army Rides to Freedom' by Claude Len O'Shea in hand of Eric Arthur Blair: 1945: Autograph; f. 198 Letchworth Training Centre: Report rel. to Letchworth Training Centre: circa 1940: Typewritten; f. 202 Emma Goldman, of Solidaridad Internacional Antifascista: Eileen Maud Blair, née O'Shaughnessy; 1st wife of E A Blair ('George Orwell'): Letter to Eileen Maud Blair from Emma Goldman: 1938: Signed; f. 204 Richard Walmesley Blair, father of E Blair ('George Orwell'): Will of Richard Walmesley Blair: 1930: Copy; f. 206 Eric Arthur Blair, alias 'George Orwell'; author: Newspaper advertisement with annotations by Eric Arthur Blair: 1942: Partly printed, partly autograph; f. 207 Eric Arthur Blair, alias 'George Orwell'; author: Edward Morgan Forster, novelist: Newspaper advertisement sent to Eric Arthur Blair with annotations by Edward Morgan Forster: n.d.: Partly printed, partly autograph; f. 208 Eric Arthur Blair, alias 'George Orwell'; author: Poem by unknown author, 'Sebastopol' published in the 'Tribune' by Eric Arthur Blair: 1944: Typewritten; f. 209 Eric Arthur Blair, alias 'George Orwell'; author: S. R. Harvey, of SPBA Supplies Ltd: Letter to Eric Arthur Blair from S. R. Harvey: 1939: Signed; f. 211 Eric Arthur Blair, alias 'George Orwell'; author: Barclay Sampson, of the Independent Labour Party: John McNair, of the Independent Labour Party: Letter to John McNair from Barclay Sampson to be handed to Eric Arthur Blair: 1937; ff. 216-219 Eric Arthur Blair, alias 'George Orwell'; author: Tom Wintringham, of the Common Wealth Party National Committee: Correspondence between Tom Wintringham and Eric Arthur Blair: 1942: Partly signed, partly typewritten; ff. 224-233 Eric Arthur Blair, alias 'George Orwell'; author: Sir Victor Sawdon Pritchett, author and critic: BBC radio programme script by Sir Victor Sawdon Pritchett rel. to Eric Arthur Blair: 1946: Typewritten; f. 234 Eric Arthur Blair, alias 'George Orwell'; author: Unemployment book of Eric Arthur Blair: 1933-1934: Partly printed, partly autograph; ff. 236-239 Eric Arthur Blair, alias 'George Orwell'; author: National Health and Pensions Insurance contribution cards of Eric Arthur Blair: 1934-1935: Partly printed, partly autograph; f. 240 Eric Arthur Blair, alias 'George Orwell'; author: Notice to pay excise duties of Eric Arthur Blair: 1937: Printed; f. 241 Eric Arthur Blair, alias 'George Orwell'; author: Contract of employment as Talks Assistant for the BBC Empire Service of Eric Arthur Blair: 1941: Typewritten; f. 243 Eric Arthur Blair, alias 'George Orwell'; author: Rodney Phillips, of 'Polemic' journal: Contract between Eric Arthur Blair and Rodney Phillips: 1945: Signed; f. 245 Eric Arthur Blair, alias 'George Orwell'; author: George Robert Gissing, novelist: List of works by George Robert Gissing belonging to Eric Arthur Blair: 1946: Typewritten; ff. 246-261 Eric Arthur Blair, alias 'George Orwell'; author: Radio script, 'Little Red Riding Hood' by Eric Arthur Blair: circa 1946: Typewritten; f. 262 Eric Arthur Blair, alias 'George Orwell'; author: Menu for the Dickens Fellowship Luncheon of Eric Arthur Blair: 1940: Typewritten",""
