"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of creation/publication","Publisher","Date of creation/publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"823.912","013783727","Monograph","Language material ; Text","Volume","GBA751135","","9780340945636","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Page, Philip, 1945- [person]","Animal farm","","Hodder graphics","","England","London","Hodder Murray","2007","","vi, 58 pages, illustrations, 25 cm","YK.2012.a.30857","Orwell, George, 1903-1950--Comic books, strips, etc ; Orwell, George, 1903-1950--Examinations--Study guides","Comic or graphic novel ; Study guide","English","",""
"823.912","013867828","Monograph","Language material ; Text","Volume","","","9780472874002","Steinhoff, William R.","","person","","Steinhoff, William R. [person]","George Orwell and the origins of 1984","","","","United States of America","Ann Arbor","University of Michigan Press","1975","","288 pages, 24 cm","75/9799","Dystopias in literature ; Science fiction, English--History and criticism ; Political fiction, English--History and criticism ; Totalitarianism and literature ; Orwell, George, 1903-1950","","English","Includes index",""
"823.912","013874600","Monograph","Language material ; Text","Volume","","","","Lief, Ruth Ann","","person","","Lief, Ruth Ann [person]","Homage to Oceania : the prophetic vision of George Orwell","","","","United States of America","Columbus","Ohio State University Press","1969","","viii, 162 pages, 25 cm","AL69/1362","Dystopias in literature ; Orwell, George, 1903-1950--Criticism and interpretation ; Satire, English--History and criticism ; Prophecy in literature ; Prophecies in literature","","English","",""
"823.912","014567613","Monograph","Language material ; Text","Volume","GBA848752","","9781411403246","","","","","","1984, George Orwell","Nineteen eighty-four, George Orwell","Sparknotes literature guides","","England ; United States of America","Lewes ; New York","SparkNotes","2008","","1 volume, 21 cm","","Orwell, George, 1903-1950","","English","",""
"823.912","014567651","Monograph","Language material ; Text","Volume","GBA848790","","9781411405141","","","","","","Animal farm, George Orwell","","Sparknotes literature guides","","England ; United States of America","Lewes ; New York","SparkNotes","2008","","1 volume, 21 cm","","Orwell, George, 1903-1950","","English","",""
"823.912","014583565","Monograph","Language material ; Text","Volume","GBA853992","","9780141036137","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Animal farm : a fairy story","","","","England","London","Viking","2008","","1 volume, 19 cm","","Livestock--Fiction ; Farms--Fiction ; Political corruption--Fiction","Fiction","English","Originally published: London: Martin Secker & Warburg, 1945",""
"823.912","014583566","Monograph","Language material ; Text","Volume","GBA853993","","9780141036144","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Nineteen eighty-four","","","","England","London","Viking","2008","","vii, 325 pages, 19 cm","","Totalitarianism--Fiction","Fiction ; Humour or satire","English","Notes on the Text © Peter Davison 1989 ; Originally published: London: Secker & Warburg, 1949",""
"823.912","014926011","Monograph","Language material ; Text","Volume","GBA924800","","9780141190396","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The complete novels of George Orwell","Animal farm ; Burmese days ; Clergyman's daughter ; Coming up for air ; Keep the aspidistra flying ; Nineteen eighty-four","","","England","London","Penguin","2009","","ix, 1186 pages, 24 cm","H.2010/.8461","","","English","",""
"823.912","015102951","Monograph","Language material ; Text","Volume","GBA932812","","9780141191201","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Nineteen eighty-four","","","","England","London","Penguin","2009","","355 pages, 20 cm","H.2009/.4220","Totalitarianism--Fiction","Fiction ; Humour or satire","English","Originally published: London: Secker & Warburg, 1949",""
"823.912","015109659","Monograph","Language material ; Text","Volume","GBA936907","","9781846553288","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Nineteen eighty-four","","","","England","London","Harvill Secker","2009","","ix, 325 pages, 22 cm","NOV.2010/1205","Totalitarianism--Fiction","Fiction ; Humour or satire","English","Originally published: London: Secker & Warburg, 1949",""
"823.912","015447435","Monograph","Language material ; Text","Volume","GBB005647","","9781412811903","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Animal farm","","","","United States of America","New Brunswick","Transaction","2009","","113 pages (large print), 26 cm","LT.2010.x.1016","","","English","",""
"823.912","015453679","Monograph","Language material ; Text","Volume","GBB001064","","9781846553547","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Animal farm : a fairy story","","","","England","London","Harvill Secker","2010","","xiv, 114 pages, 23 cm","Nov.2011/72","","","English","",""
"823.912","015488646","Monograph","Language material ; Text","Volume","GBB0E1513","","9781604135824","","","","","Bloom, Harold [person]","George Orwell's Animal farm","","Bloom's modern critical interpretations","","United States of America","New York","Bloom","2009","New edition","vii, 166 pages, 25 cm","YC.2010.a.16889","Dystopias in literature ; Political fiction, English--History and criticism ; Satire, English--History and criticism ; Orwell, George, 1903-1950","","English","",""
"823.912","015685580","Monograph","Language material ; Text","Volume","GBB0D0846","","9781444121414","Ensaff, Najoud","","person","","Ensaff, Najoud [person]","Animal farm","","Philip Allan literature guide for GCSE","","England","Deddington","Philip Allan","2011","","1 volume","YK.2013.a.23087","Orwell, George, 1903-1950","","English","",""
"823.912","015701666","Monograph","Language material ; Text","Volume","GBB0E0094","","9780307595041 ; 9781841593357","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Burmese days : Keep the aspidistra flying ; Coming up for air","Coming up for air ; Keep the aspidistra flying ; Novels. Selections ; Three novels","Everyman's library","335 [Everyman's library]","England ; United States of America","New York","Alfred A. Knopf","2011","","xxxiii, 677 pages, 1 map, 21 cm","YK.2012.a.17973","Middle class--England--London--Fiction ; Burma--History--1824-1948--Fiction","Fiction","English","'This is a Borzoi book'--T.p. verso",""
"823.912","015756748","Monograph","Language material ; Text","Volume","GBB1E1148","","9780956505217","Coutts Smith, Jim","","person","","Wallington Church Preservation Trust (Wallington, Hertfordshire, England) [organisation] ; Coutts Smith, Jim [person]","George Orwell in Wallington : the original animal farm","North Hertfordshire miscellany","","","England ; United Kingdom","","Mardleybury Pub","2010","","13 pages, illustrations, 22 cm","YK.2011.a.41282","Orwell, George, 1903-1950--Homes and haunts--England--Wallington (Hertfordshire) ; Wallington (Hertfordshire, England)--History ; Novelists, English--20th century--Biography","Biography","English","'Original text by Jim Coutts Smith taken from an article in the booklet A North Hertfordshire miscellany.'--Inside cover ; Text on inside front cover and illustrations on inside back cover ; Title from cover",""
"823.912","015771990","Monograph","Language material ; Text","Volume","GBB134335","","9781408270028","Opalinska, Wanda","","person","","Opalinska, Wanda [person]","Animal farm, George Orwell","","York notes for GCSE","","England","Harlow","Longman","2011","New and fully revised edition","72 pages, illustrations (some colour), 30 cm","YK.2012.b.1216","English literature--Great Britain--Examinations--Study guides ; General Certificate of Secondary Education--Study guides ; Orwell, George, 1903-1950","Study guide","English","",""
"823.912","015895286","Monograph","Language material ; Text","Volume","GBB1B0959","","9781617530357","","","","","Bloom, Harold [person]","George Orwell's 1984","","Bloom's guides","","England ; United States of America","Broomall, Pennsylvania ; London","Chelsea House ; Eurospan","2012","New edition","116 pages, 23 cm","YK.2012.a.10389","Dystopias in literature ; Science fiction, English--History and criticism ; Orwell, George, 1903-1950","","English","",""
"823.912","016126262","Monograph","Language material ; Text","Volume","GBB269837","","9780141391700","Orwell, George","1903-1950","person","author","Orwell, George, 1903-1950, author [person] ; Taylor, D. J. (David John), 1960-, writer [person]","Nineteen eighty-four","","Modern classics","","England","London","Penguin","2013","Annotated edition, with an introduction and notes by D.J. Taylor, and a note on the text by Peter Davison","xxi, 383 pages, 20 cm","H.2013/.9270","Totalitarianism--Fiction","Fiction ; Humour or satire","English","",""
"823.912","016163877","Monograph","Language material ; Text","Volume","GBB289423","","9789350093177","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Animal farm","","","","England ; India","Gurgaon ; London","Hachette ; Little, Brown","2012","","1 volume, 20 cm","","","Children's fiction","English","",""
"823.912","016164199","Monograph","Language material ; Text","Volume","GBB289745","","9780878919888","Scalia, Joseph E.","","person","","Scalia, Joseph E. [person] ; Pica, Karen [person]","George Orwell's Animal farm","Animal farm","Maxnotes","","England ; United States of America","Brighton ; Piscataway, New Jersey","Research & Education Association ; Roundhouse","2012","","1 volume, illustrations, 21 cm","","Animals in literature ; Orwell, George, 1903-1950","","English","",""
"823.912","016164206","Monograph","Language material ; Text","Volume","GBB289752","","9780878919963","Brodeur, Karen","","person","","Brodeur, Karen [person] ; Pica, Karen [person]","George Orwell's 1984","1984 ; Nineteen eighty-four","Maxnotes","","England ; United States of America","Brighton ; Piscataway, New Jersey","Research & Education Association ; Roundhouse","2012","","1 volume, illustrations, 21 cm","","Orwell, George, 1903-1950","","English","",""
"823.912","016263427","Monograph","Language material ; Text","Volume","GBB400337","","9780141393032","Orwell, George","1903-1950","person","author","Orwell, George, 1903-1950, author [person]","Down and out in Paris and London","","Great Orwell","","England","London","Penguin","2013","","215 pages, 18 cm","YK.2013.a.23242","London (England)--Social conditions--20th century ; Paris (France)--Social conditions--20th century ; Homelessness--England--London--History--20th century ; Orwell, George, 1903-1950 ; Homelessness--France--Paris--History--20th century ; Novelists, English--20th century--Biography ; Poor--France--Paris--History--20th century ; Poor--England--London--History--20th century","Biography","English","'First published by Victor Gollancz 1933. This edition first published by Martin Secker & Warburg Ltd in the Complete Works of George Orwell series 1986'--Title page verso",""
"823.912","016471960","Monograph","Language material ; Text","Volume","GBB370975","","9780199680801","Colls, Robert","","person","author","Colls, Robert, author [person]","George Orwell : English rebel","","","","England","Oxford","Oxford University Press","2013","First edition","xii, 330 pages, 16 unnumbered pages of plates, illustrations, portraits, 25 cm","YC.2014.a.7185","Authors, English--20th century--Biography ; Orwell, George, 1903-1950","Biography","English","",""
"823.912","016520378","Monograph","Language material ; Text","Volume","GBB394542","","9780141394374","Orwell, George","1903-1950","person","author","Orwell, George, 1903-1950, author [person]","Such, such were the joys","","Great Orwell","","England","London","Penguin","2014","","56 pages, 19 cm","YK.2014.a.16765","English essays--20th century","","English","",""
